filename,status,class,centre,radius,blob_score,blob_contrast,blob_brightness,blob_response,final_score,vessel_centre
normal_0001_EDD.jpg,ok,normal,"[475.0, 205.0]",57.01751796098172,0.7981038630008697,0.10552078485488892,0.9525424838066101,-0.1290166974067688,0.46457376370120307,"[501.0, 221.0]"
normal_0002_EDD.jpg,ok,normal,"[120.0, 191.0]",45.254833995939045,0.8068802237510682,0.0933312177658081,0.9831911325454712,-0.12657606601715088,0.6090626249000999,"[107.0, 179.0]"
normal_0003_EDD.jpg,ok,normal,"[468.0, 216.0]",57.01751796098172,0.8117210149765014,0.10473072528839111,0.9725174903869629,-0.13114023208618164,0.42737501381642284,"[493.0, 237.0]"
normal_0004_EDD.jpg,negative_score,normal,"[361.0, 281.0]",45.254833995939045,0.7470295965671538,0.04103058576583862,0.9763960242271423,-0.11260896921157837,-2.598637980194729,"[512.0, 220.0]"
normal_0005_EDD.jpg,ok,normal,"[123.0, 188.0]",45.254833995939045,0.9545757412910462,0.2847442030906677,0.9137779474258423,-0.1509348750114441,0.7423058983988962,"[117.0, 198.0]"
normal_0006_EDD.jpg,ok,normal,"[345.0, 202.0]",45.254833995939045,0.7824283182621001,0.09207111597061157,0.9510911107063293,-0.12296712398529053,0.6678079433520423,"[360.0, 201.0]"
normal_0007_EDD.jpg,ok,normal,"[322.0, 198.0]",57.01751796098172,0.7901777863502502,0.09386903047561646,0.9573296308517456,-0.13089007139205933,0.5426526696820528,"[300.0, 184.0]"
normal_0008_EDD.jpg,ok,normal,"[114.0, 184.0]",35.918785545899944,0.8373738288879394,0.11651194095611572,0.9905526638031006,-0.1373751163482666,0.559801700961275,"[101.0, 193.0]"
normal_0009_EDD.jpg,ok,normal,"[112.0, 181.0]",35.918785545899944,0.7989298045635224,0.0814206600189209,0.9904946684837341,-0.12081438302993774,0.3645268325718176,"[101.0, 201.0]"
normal_0010_EDD.jpg,ok,normal,"[256.0, 240.0]",114.03503592196344,0.8571806550025939,0.19623494148254395,0.9173105359077454,-0.09414169192314148,0.5767992384280938,"[283.0, 200.0]"
normal_0011_EDD.jpg,ok,normal,"[140.0, 186.0]",45.254833995939045,0.8923809587955475,0.1831188201904297,0.9723209738731384,-0.1431872844696045,0.5848334295129243,"[123.0, 178.0]"
normal_0012_EDD.jpg,ok,normal,"[332.0, 204.0]",71.83757109179989,0.8381584703922271,0.15513163805007935,0.9361669421195984,-0.13854986429214478,0.8500738617609189,"[342.0, 208.0]"
normal_0013_EDD.jpg,ok,normal,"[475.0, 197.0]",35.918785545899944,0.9703651905059815,0.2708573341369629,0.9553581476211548,-0.15378576517105103,0.35906160198474313,"[498.0, 198.0]"
normal_0014_EDD.jpg,ok,normal,"[184.0, 168.0]",90.50966799187809,0.8112399518489837,0.0983172059059143,0.9796553254127502,-0.13582009077072144,0.35652311618831256,"[128.0, 184.0]"
normal_0015_EDD.jpg,ok,normal,"[313.0, 218.0]",45.254833995939045,0.8221842944622039,0.15473109483718872,0.9144782423973083,-0.13659214973449707,0.5658611253296937,"[294.0, 213.0]"
normal_0016_EDD.jpg,ok,normal,"[139.0, 194.0]",57.01751796098172,0.847087961435318,0.15807849168777466,0.9446712136268616,-0.13869810104370117,0.5261366482016645,"[118.0, 211.0]"
normal_0017_EDD.jpg,ok,normal,"[136.0, 177.0]",35.918785545899944,0.8739383697509765,0.15420383214950562,0.9879382848739624,-0.14088869094848633,0.12845183351221479,"[122.0, 205.0]"
normal_0018_EDD.jpg,ok,normal,"[472.0, 177.0]",35.918785545899944,0.8636228501796721,0.14835482835769653,0.9830288290977478,-0.13573920726776123,0.6887327976829338,"[483.0, 179.0]"
normal_0019_EDD.jpg,ok,normal,"[506.0, 202.0]",45.254833995939045,0.8335843443870544,0.1322871446609497,0.9630105495452881,-0.13594907522201538,0.6656103975151142,"[521.0, 204.0]"
normal_0020_EDD.jpg,ok,normal,"[170.0, 192.0]",71.83757109179989,0.7970684587955474,0.1080324649810791,0.9480791091918945,-0.12690308690071106,0.5330991965244009,"[137.0, 186.0]"
normal_0021_EDD.jpg,ok,normal,"[304.0, 174.0]",71.83757109179989,0.8258476674556732,0.12297290563583374,0.9650081992149353,-0.13684511184692383,0.8412842461443847,"[295.0, 181.0]"
normal_0022_EDD.jpg,ok,normal,"[498.0, 222.0]",45.254833995939045,0.8280534923076629,0.13278990983963013,0.9510035514831543,-0.14780548214912415,0.41161967550741474,"[513.0, 244.0]"
normal_0023_EDD.jpg,ok,normal,"[182.0, 210.0]",90.50966799187809,0.8116007685661315,0.12600141763687134,0.9488484859466553,-0.10702705383300781,0.4599759481629545,"[140.0, 185.0]"
normal_0024_EDD.jpg,ok,normal,"[314.0, 212.0]",71.83757109179989,0.7683420777320861,0.08300703763961792,0.9438144564628601,-0.12332460284233093,0.7215941505811441,"[334.0, 212.0]"
